Fecha|NúmeroTicket|Codigo|Cantidad|Precio
4/12/2023|59008|54|7|71.6999969482422
4/12/2023|59008|178|3|9.65999984741211
4/12/2023|59008|42|4|42.75
4/12/2023|59008|316|5|63.0800018310547
4/12/2023|59008|41|9|45.6500015258789
4/12/2023|59008|665|7|1.22000002861023
4/12/2023|59008|331|3|61.2200012207031
4/12/2023|59008|172|5|89.3899993896484
4/12/2023|59008|649|3|39.689998626709
30/7/2022|24014|114|10|72.5699996948242
30/7/2022|24014|772|6|85.379997253418
4/10/2023|27208|527|4|49.0200004577637
4/10/2023|27208|284|2|52.6599998474121
4/10/2023|27208|816|10|59.3800010681152
4/10/2023|27208|794|8|44.0900001525879
4/10/2023|27208|691|3|5.92000007629395
4/10/2023|27208|758|10|70.0199966430664
23/9/2022|41139|381|3|27.0300006866455
23/9/2022|41139|19|8|40.6399993896484
5/6/2023|17810|293|2|99.5
7/3/2023|91660|12|8|71.7200012207031
2/5/2023|38429|271|2|39.8199996948242
2/5/2023|38429|847|2|43.8699989318848
2/5/2023|38429|221|1|2.20000004768372
2/5/2023|38429|92|8|57
2/5/2023|38429|626|4|53.439998626709
2/5/2023|38429|922|9|6.40999984741211
2/5/2023|38429|423|4|68
2/5/2023|38429|23|7|88.7300033569336
2/5/2023|38429|731|9|46.8600006103516
11/2/2022|18298|40|8|11.3999996185303
27/7/2022|36077|537|5|53.9900016784668
27/7/2022|36077|787|2|99.7799987792969
27/7/2022|36077|810|5|79.4700012207031
27/7/2022|36077|503|1|52.4700012207031
27/7/2022|36077|365|3|97.1500015258789
27/7/2022|36077|387|9|74.6900024414063
27/7/2022|36077|711|3|47.4799995422363
22/2/2023|83208|955|7|72.9499969482422
22/2/2023|83208|965|8|0.439999997615814
22/2/2023|83208|134|3|67.4000015258789
22/2/2023|83208|272|4|68.8000030517578
22/2/2023|83208|763|9|63.2900009155273
25/7/2023|33825|300|6|41.2599983215332
25/7/2023|33825|436|2|4.42999982833862
25/7/2023|33825|509|10|71.2300033569336
25/7/2023|33825|938|4|14.4099998474121
25/7/2023|33825|937|3|19.6399993896484
4/12/2022|31024|971|9|81.9700012207031
4/12/2022|31024|27|3|81.8600006103516
20/3/2022|27823|70|6|25.8099994659424
20/3/2022|27823|34|5|48.7700004577637
20/3/2022|27823|701|5|93
2/4/2022|85294|187|1|5.1399998664856
18/10/2022|98682|239|4|57.7999992370605
18/4/2022|66297|271|8|91.3600006103516
18/4/2022|66297|65|3|94.5800018310547
18/4/2022|66297|264|10|82.8300018310547
18/4/2022|66297|31|2|1.22000002861023
18/4/2022|66297|317|8|30.1399993896484
18/4/2022|66297|258|3|43.8899993896484
18/4/2022|66297|231|10|25.9200000762939
18/4/2022|66297|131|7|0.270000010728836
18/4/2022|66297|733|7|42.6399993896484
20/12/2022|40847|156|5|75.8600006103516
20/12/2022|40847|793|1|89.0599975585938
20/12/2022|40847|702|1|17.6900005340576
20/12/2022|40847|191|1|30.7999992370605
4/10/2023|64193|91|10|14.1700000762939
4/10/2023|64193|791|7|29
4/10/2023|64193|311|3|92.4000015258789
4/10/2023|64193|918|9|59.3400001525879
4/10/2023|64193|977|7|58.2000007629395
4/10/2023|64193|810|8|77.3199996948242
29/11/2023|67840|715|8|92.4300003051758
29/11/2023|67840|209|3|63.25
29/11/2023|67840|922|2|57.6399993896484
29/11/2023|67840|613|9|17.75
29/11/2023|67840|608|2|65.8399963378906
29/11/2023|67840|514|6|79.3000030517578
19/5/2022|10027|423|3|31.0900001525879
19/5/2022|10027|197|8|93.4499969482422
19/5/2022|10027|18|4|37.689998626709
19/5/2022|10027|242|9|43.5299987792969
19/5/2022|10027|601|4|58.0499992370605
19/5/2022|10027|301|4|23.2399997711182
26/10/2022|92150|23|9|64.9700012207031
26/10/2022|92150|795|8|22.5
26/10/2022|92150|443|5|91.9300003051758
26/10/2022|92150|380|8|29.2600002288818
26/10/2022|92150|9|7|59.4900016784668
20/12/2023|84163|585|5|4.71999979019165
20/12/2023|84163|762|5|42.7799987792969
20/12/2023|84163|517|2|76.0899963378906
20/12/2023|84163|974|2|16.8899993896484
20/12/2023|84163|112|7|39.9599990844727
20/12/2023|84163|984|4|81.2399978637695
20/12/2023|84163|121|6|86.120002746582
20/12/2023|84163|541|9|9.89000034332275
20/12/2023|84163|66|8|78.8099975585938
20/12/2023|84163|226|2|59.2900009155273
22/12/2022|56182|631|8|63.4099998474121
22/12/2022|56182|630|5|59.9599990844727
22/12/2022|56182|845|10|38.5299987792969
24/10/2023|65364|207|4|7.26000022888184
24/10/2023|65364|864|4|59.310001373291
24/10/2023|65364|548|7|76
24/10/2023|65364|934|1|86.7699966430664
24/10/2023|65364|387|8|25.2999992370605
24/10/2023|65364|687|5|94.6600036621094
24/10/2023|65364|810|9|97.5500030517578
11/5/2022|25510|987|7|91.2699966430664
11/5/2022|25510|115|9|55.3600006103516
11/5/2022|25510|551|2|96.370002746582
11/5/2022|25510|91|4|16.3199996948242
8/3/2022|38676|741|3|57.0800018310547
8/3/2022|38676|52|2|56.310001373291
8/3/2022|38676|612|10|3.41000008583069
5/11/2023|31787|472|4|21.3999996185303
19/12/2022|22032|186|4|3.34999990463257
10/1/2023|50936|513|3|80.5800018310547
10/1/2023|50936|573|4|64.3600006103516
12/8/2022|45440|44|5|70.5599975585938
12/8/2022|45440|601|6|7.19000005722046
12/8/2022|45440|776|7|94.7799987792969
12/8/2022|45440|813|5|19.8799991607666
12/8/2022|45440|278|4|96.4499969482422
12/8/2022|45440|490|7|68.8300018310547
12/8/2022|45440|702|8|72.8300018310547
12/8/2022|45440|120|2|47.8300018310547
12/8/2022|45440|660|7|64.1900024414063
24/10/2023|71691|32|4|62.560001373291
23/1/2023|50972|222|1|83.3899993896484
23/1/2023|50972|428|5|45.7900009155273
23/1/2023|50972|596|2|84.3899993896484
23/1/2023|50972|31|9|68.9400024414063
23/1/2023|50972|67|8|41.1199989318848
23/1/2023|50972|926|2|13.5900001525879
23/1/2023|50972|37|4|13.5100002288818
23/1/2023|50972|989|10|43.5800018310547
30/9/2022|25684|844|7|5.75
30/9/2022|25684|742|4|3.30999994277954
30/9/2022|25684|510|10|83.7900009155273
30/9/2022|25684|441|1|98.1999969482422
30/9/2022|25684|34|9|60.2799987792969
30/9/2022|25684|4|1|33.8800010681152
30/9/2022|25684|177|6|58.8600006103516
9/7/2022|98044|523|8|63.3199996948242
9/7/2022|98044|453|3|85.3899993896484
9/7/2022|98044|580|2|35.4799995422363
9/7/2022|98044|663|8|21.2999992370605
30/11/2023|76695|722|2|36.5400009155273
30/11/2023|76695|177|4|19.8500003814697
30/11/2023|76695|928|2|53.5400009155273
30/11/2023|76695|15|4|3.40000009536743
30/11/2023|76695|372|10|88
30/11/2023|76695|404|2|24.9500007629395
30/11/2023|76695|816|6|35.3899993896484
30/11/2023|76695|293|3|45.6500015258789
7/4/2023|15412|34|4|62.6399993896484
7/4/2023|15412|270|4|2.25
8/10/2023|22292|968|7|20.0900001525879
8/10/2023|22292|787|5|60.9300003051758
8/10/2023|22292|686|4|54.4700012207031
8/10/2023|22292|951|8|32.2900009155273
11/1/2022|51939|186|6|6.11999988555908
11/1/2022|51939|705|9|18.25
11/1/2022|51939|470|6|22.3199996948242
11/1/2022|51939|41|7|92.129997253418
11/1/2022|51939|672|10|9.98999977111816
11/1/2022|51939|264|10|31.6200008392334
11/1/2022|51939|491|5|55.7200012207031
11/1/2022|51939|464|3|15.0200004577637
27/12/2022|96351|888|7|55.3699989318848
8/4/2022|87444|217|7|66.2099990844727
8/4/2022|87444|647|4|46.4700012207031
8/4/2022|87444|242|6|8.97999954223633
8/4/2022|87444|707|5|28.1900005340576
8/4/2022|87444|158|5|56.4500007629395
8/4/2022|87444|74|3|84.8000030517578
8/4/2022|87444|925|2|31.5499992370605
8/4/2022|87444|923|8|48.060001373291
22/2/2022|50386|436|5|2.57999992370605
10/2/2023|56478|905|10|7.26999998092651
10/2/2023|56478|727|5|92.8000030517578
10/2/2023|56478|138|5|21.8500003814697
10/2/2023|56478|876|9|78.7600021362305
10/2/2023|56478|534|9|35.3300018310547
10/2/2023|56478|522|9|26.5
10/2/2023|56478|407|1|18.2800006866455
2/10/2022|71788|411|4|45.8400001525879
2/10/2022|71788|932|1|46.2999992370605
2/10/2022|71788|151|10|63.310001373291
2/10/2022|71788|255|8|93.0500030517578
2/10/2022|71788|339|1|91.1600036621094
2/10/2022|71788|545|8|44.6500015258789
2/10/2022|71788|67|3|91.3899993896484
2/10/2022|71788|555|6|49.6399993896484
16/6/2023|15550|610|10|15.710000038147
16/6/2023|15550|3|2|92.129997253418
16/6/2023|15550|527|9|84.5199966430664
16/6/2023|15550|247|7|92.629997253418
16/6/2023|15550|458|10|28.7000007629395
16/12/2022|60681|626|5|80.4700012207031
16/12/2022|60681|715|8|89.5500030517578
16/12/2022|60681|176|8|26.3799991607666
22/10/2023|97622|613|7|27.3600006103516
22/10/2023|97622|933|8|87.1699981689453
22/10/2023|97622|528|7|48.5099983215332
22/10/2023|97622|186|2|90.0899963378906
22/10/2023|97622|608|6|8.14000034332275
22/10/2023|97622|740|8|27.0100002288818
22/10/2023|97622|125|8|80.2200012207031
22/10/2023|97622|237|7|7.75
2/8/2023|44536|338|5|42.4900016784668
6/5/2022|86449|862|2|50.3600006103516
6/5/2022|86449|914|4|59.1699981689453
6/5/2022|86449|523|5|88.6100006103516
26/12/2022|57439|352|10|74.5299987792969
27/6/2022|24983|169|4|96.6399993896484
27/6/2022|24983|847|10|82.7399978637695
27/6/2022|24983|663|3|37.3600006103516
27/6/2022|24983|157|5|99.120002746582
27/6/2022|24983|965|4|53.7999992370605
27/6/2022|24983|534|1|7.82999992370605
27/6/2022|24983|774|3|88.629997253418
27/6/2022|24983|240|2|16.6299991607666
27/6/2022|24983|398|3|7.96000003814697
29/5/2023|79371|299|7|87.9700012207031
29/5/2023|79371|657|2|82.6500015258789
29/5/2023|79371|985|4|97.3199996948242
29/5/2023|79371|872|9|18.2199993133545
29/5/2023|79371|345|2|47.0800018310547
29/5/2023|79371|335|10|37.8400001525879
29/5/2023|79371|763|7|5.11999988555908
29/5/2023|79371|202|1|37.5900001525879
29/5/2023|79371|621|8|96.870002746582
29/5/2023|79371|933|3|3.44000005722046
11/3/2022|11392|349|6|45.0099983215332
11/3/2022|11392|798|8|79.6999969482422
11/3/2022|11392|138|5|92.1900024414063
11/3/2022|11392|267|7|37.0800018310547
11/4/2022|59137|120|1|66.5400009155273
11/4/2022|59137|210|1|44.2700004577637
11/4/2022|59137|506|7|94.9800033569336
11/4/2022|59137|347|3|22.9300003051758
24/2/2023|33294|785|7|88.2300033569336
24/2/2023|33294|679|6|23.1399993896484
24/2/2023|33294|541|8|28.2800006866455
24/2/2023|33294|429|3|57.2900009155273
24/2/2023|33294|916|4|26.9599990844727
24/2/2023|33294|419|9|25.1900005340576
24/2/2023|33294|330|8|63.2599983215332
24/2/2023|33294|743|9|50.8800010681152
24/2/2023|33294|370|7|48.5699996948242
24/2/2023|33294|34|3|2.90000009536743
26/7/2022|77427|822|5|37.2299995422363
26/7/2022|77427|179|6|62.3899993896484
26/7/2022|77427|736|9|85.8899993896484
26/7/2022|77427|339|8|3.82999992370605
26/7/2022|77427|655|8|63.1699981689453
26/7/2022|77427|436|2|59.8699989318848
26/7/2022|77427|132|5|86.2699966430664
26/7/2022|77427|64|9|95.0500030517578
26/7/2022|77427|710|6|32.2900009155273
13/8/2022|40142|953|7|78.3899993896484
21/6/2023|54163|292|7|97.0899963378906
21/6/2023|54163|480|10|22.8700008392334
21/6/2023|54163|39|8|3.47000002861023
21/6/2023|54163|205|2|88.879997253418
21/6/2023|54163|150|2|76.2099990844727
21/6/2023|54163|420|3|80.370002746582
13/3/2023|62087|484|4|69.879997253418
13/3/2023|62087|340|6|96.5500030517578
13/3/2023|62087|454|1|2.35999989509583
13/3/2023|62087|587|8|55.0400009155273
13/3/2023|62087|221|7|3.14000010490417
13/3/2023|62087|335|7|60.5400009155273
13/3/2023|62087|673|10|80.0100021362305
13/3/2023|62087|643|9|90.6500015258789
13/3/2023|62087|93|8|53.8699989318848
13/3/2023|62087|378|6|38.25
18/5/2023|33418|873|5|61.8300018310547
18/5/2023|33418|987|2|24.8999996185303
18/5/2023|33418|100|10|84.6500015258789
18/5/2023|33418|37|2|66.5699996948242
18/5/2023|33418|187|9|89.6100006103516
18/5/2023|33418|670|5|55.0900001525879
18/5/2023|33418|374|8|81.7200012207031
18/5/2023|33418|258|7|90.3199996948242
3/6/2022|78323|709|6|42.7700004577637
3/6/2022|78323|423|9|5.71000003814697
21/12/2022|69252|768|10|78.7699966430664
21/12/2022|69252|647|4|94.1999969482422
21/12/2022|69252|186|1|19.2900009155273
21/12/2022|69252|755|6|98.6900024414063
21/12/2022|69252|375|8|26.0400009155273
25/8/2023|47734|920|8|88.7300033569336
25/8/2023|47734|387|6|14.3500003814697
25/8/2023|47734|961|9|36.0200004577637
25/8/2023|47734|33|7|18.4200000762939
25/8/2023|47734|64|7|26.1000003814697
25/8/2023|47734|516|8|23.3600006103516
25/8/2023|47734|614|10|76.7099990844727
25/8/2023|47734|479|2|29.1900005340576
25/8/2023|47734|347|8|56.4900016784668
25/8/2023|47734|273|2|5.15000009536743
10/11/2023|86955|915|3|51.5299987792969
10/11/2023|86955|148|3|10.1199998855591
10/11/2023|86955|256|5|99.4300003051758
10/11/2023|86955|635|2|69.129997253418
10/11/2023|86955|77|9|32.7900009155273
10/11/2023|86955|104|7|39.6100006103516
10/11/2023|86955|74|9|42.0699996948242
10/11/2023|86955|556|1|42.8699989318848
10/11/2023|86955|959|10|43.8699989318848
14/8/2023|97226|146|5|26.0799999237061
14/8/2023|97226|364|1|75.6999969482422
14/8/2023|97226|730|5|2.63000011444092
14/8/2023|97226|728|1|26.5300006866455
14/8/2023|97226|747|5|87.5400009155273
14/8/2023|97226|682|8|74.7900009155273
14/8/2023|97226|909|4|22.3400001525879
7/2/2022|95394|307|6|16.5300006866455
23/5/2023|99248|784|5|85.1399993896484
23/5/2023|99248|399|2|13.4799995422363
23/5/2023|99248|954|8|93.0800018310547
23/5/2023|99248|871|1|39.439998626709
23/5/2023|99248|86|4|40.4199981689453
23/5/2023|99248|899|9|47.189998626709
23/5/2023|99248|316|10|48.0900001525879
23/5/2023|99248|476|3|72.5299987792969
23/5/2023|99248|911|7|28.3199996948242
5/11/2023|49255|561|5|49.2700004577637
5/11/2023|49255|275|7|41.2700004577637
5/11/2023|49255|891|1|28.1299991607666
5/11/2023|49255|522|9|25.8600006103516
5/11/2023|49255|700|2|12.1000003814697
5/11/2023|49255|37|5|9.15999984741211
4/10/2023|65223|801|9|11.5
4/10/2023|65223|134|3|35.75
4/10/2023|65223|61|9|80.0400009155273
4/10/2023|65223|301|2|42.0499992370605
10/9/2023|91996|443|9|64
10/9/2023|91996|664|2|52.7299995422363
10/9/2023|91996|722|2|96.4899978637695
10/9/2023|91996|594|6|4.1100001335144
10/9/2023|91996|444|1|71.2099990844727
10/9/2023|91996|912|5|0.800000011920929
10/9/2023|91996|372|8|15.3599996566772
12/8/2022|14540|479|10|73.2600021362305
12/8/2022|14540|609|8|77.1999969482422
16/4/2023|90209|556|8|59.8400001525879
16/4/2023|90209|967|6|63.4300003051758
16/4/2023|90209|528|7|43.9500007629395
16/4/2023|90209|739|2|7.75
16/4/2023|90209|315|10|19.1700000762939
16/4/2023|90209|197|9|73.4199981689453
16/4/2023|90209|893|8|26.8600006103516
16/4/2023|90209|110|7|22.3899993896484
24/12/2022|61354|378|7|59.2299995422363
24/12/2022|61354|121|8|95.1800003051758
24/12/2022|61354|114|3|55.5299987792969
24/12/2022|61354|969|3|44.8499984741211
24/12/2022|61354|937|10|12.1099996566772
24/12/2022|61354|799|3|66.3099975585938
24/12/2022|61354|191|6|43.5800018310547
24/12/2023|24430|59|2|94.4899978637695
28/12/2023|92986|788|1|21.5100002288818
28/12/2023|92986|668|7|45.9300003051758
28/12/2023|92986|494|2|0.970000028610229
28/12/2023|92986|378|5|30.4699993133545
24/1/2022|34839|989|6|47.8300018310547
24/1/2022|34839|594|9|44.1800003051758
24/1/2022|34839|678|8|91.1999969482422
24/1/2022|34839|129|5|45.1100006103516
24/1/2022|34839|959|8|8.5
26/6/2022|65361|946|10|74.5500030517578
26/6/2022|65361|337|8|89.3099975585938
26/6/2022|65361|361|10|37.1800003051758
26/6/2022|65361|267|7|72.2900009155273
26/6/2022|65361|149|5|83.9400024414063
26/6/2022|65361|84|2|92.3000030517578
26/6/2022|65361|780|8|1.44000005722046
27/7/2023|55202|584|7|24.0900001525879
27/7/2023|55202|670|6|33.2799987792969
27/7/2023|55202|719|8|94.2900009155273
27/7/2023|55202|570|6|81.9100036621094
27/7/2023|55202|611|7|80.6600036621094
27/7/2023|55202|678|7|5.6100001335144
27/7/2023|55202|957|2|26.4599990844727
27/7/2023|55202|309|2|96.3099975585938
27/7/2023|55202|639|9|24.9500007629395
27/7/2023|55202|402|6|90.2200012207031
1/8/2022|23592|696|2|65.1800003051758
1/8/2022|23592|358|1|43.6100006103516
1/8/2022|23592|514|7|54.1199989318848
1/8/2022|23592|708|2|68.0999984741211
1/8/2022|23592|641|5|33.8699989318848
17/4/2022|30230|989|7|73.75
17/4/2022|30230|883|5|67.0599975585938
17/4/2022|30230|39|7|53.2900009155273
17/4/2022|30230|198|2|80.3499984741211
17/4/2022|30230|274|5|83.4899978637695
17/4/2022|30230|144|1|43.6800003051758
17/4/2022|30230|60|5|90.8899993896484
17/4/2022|30230|720|5|65.5699996948242
17/4/2022|30230|712|4|49.0499992370605
17/4/2022|30230|780|10|54.8800010681152
25/8/2023|72945|954|10|93.7799987792969
25/8/2023|72945|215|3|65.9400024414063
25/8/2023|72945|762|2|53.3499984741211
25/8/2023|72945|578|9|13.4300003051758
25/8/2023|72945|267|10|48.5999984741211
25/8/2023|72945|183|10|82.870002746582
25/8/2023|72945|850|2|54.7900009155273
23/5/2023|98182|965|1|32.0800018310547
23/5/2023|98182|677|4|50.2400016784668
23/5/2023|98182|954|5|30.0699996948242
23/5/2023|98182|161|10|61.5999984741211
23/5/2023|98182|277|4|69.4599990844727
23/5/2023|98182|841|2|93.5299987792969
23/5/2023|98182|742|2|22.4200000762939
24/3/2022|89665|587|6|38.7599983215332
24/3/2022|89665|574|9|11.75
24/3/2022|89665|500|2|89.6100006103516
24/3/2022|89665|230|1|59.560001373291
24/3/2022|89665|924|4|25.5599994659424
24/3/2022|89665|452|5|0.889999985694885
24/3/2022|89665|243|7|71.1699981689453
24/3/2022|89665|624|2|45.4500007629395
24/3/2022|89665|691|4|2.64000010490417
24/3/2022|89665|900|7|2.34999990463257
30/8/2022|16446|156|10|45.5400009155273
30/8/2022|16446|650|4|34.6500015258789
30/8/2022|16446|613|9|76.3899993896484
30/8/2022|16446|784|3|22.3099994659424
30/8/2022|16446|108|8|93
30/8/2022|16446|162|7|7.84000015258789
30/8/2022|16446|227|6|0.529999971389771
30/8/2022|16446|731|10|34.2999992370605
30/8/2022|16446|765|3|21.8500003814697
4/7/2023|69502|245|3|93.0299987792969
4/7/2023|69502|933|1|54.8699989318848
4/7/2023|69502|452|10|52.9300003051758
4/7/2023|69502|402|5|83.8199996948242
4/7/2023|69502|205|4|61.310001373291
4/7/2023|69502|431|1|15.0500001907349
4/7/2023|69502|837|7|4.84000015258789
4/7/2023|69502|430|7|84.1999969482422
4/7/2023|69502|101|9|75.370002746582
12/10/2023|91065|473|7|29.8600006103516
12/10/2023|91065|828|2|55.3199996948242
12/10/2023|91065|61|8|66.2799987792969
12/10/2023|91065|514|6|69.8399963378906
12/10/2023|91065|602|1|74.9199981689453
12/10/2023|91065|194|1|11.6800003051758
19/8/2023|33439|40|6|69.5599975585938
19/8/2023|33439|194|2|67.5
19/8/2023|33439|375|10|92.4300003051758
19/8/2023|33439|102|1|73.5899963378906
19/8/2023|33439|214|3|78.4899978637695
5/7/2023|32168|456|7|66.1500015258789
5/7/2023|32168|631|7|93.2099990844727
5/7/2023|32168|341|1|48.8400001525879
14/4/2022|40232|991|3|60.5
14/4/2022|40232|213|10|67.9700012207031
14/4/2022|40232|156|1|3.65000009536743
14/4/2022|40232|409|3|18.3799991607666
14/4/2022|40232|486|2|16.9099998474121
14/4/2022|40232|449|9|85.6399993896484
14/4/2022|40232|935|7|3.90000009536743
14/4/2022|40232|829|10|95.0199966430664
14/4/2022|40232|139|6|70.25
14/4/2022|40232|355|6|10.6800003051758
27/6/2023|86885|679|3|22.9099998474121
27/6/2023|86885|818|10|53.5499992370605
27/6/2023|86885|777|2|57.6399993896484
27/6/2023|86885|598|9|52.8300018310547
27/6/2023|86885|303|6|17.6100006103516
2/11/2022|36972|69|2|89.5800018310547
2/11/2022|36972|216|1|68.1500015258789
2/11/2022|36972|103|9|76.8399963378906
29/10/2022|77711|8|4|41.5699996948242
29/10/2022|77711|241|3|71.5699996948242
29/10/2022|77711|590|2|66.3399963378906
29/10/2022|77711|470|5|84.0899963378906
22/6/2023|97563|37|7|96.8499984741211
22/6/2023|97563|677|3|30.8999996185303
22/6/2023|97563|856|5|44.4500007629395
22/6/2023|97563|362|4|21.3799991607666
22/6/2023|97563|419|8|43.8600006103516
22/6/2023|97563|228|8|30.2199993133545
22/6/2023|97563|660|4|86.1399993896484
25/10/2022|33873|504|3|20.7700004577637
25/10/2022|33873|853|1|99.9000015258789
25/10/2022|33873|459|3|29.4699993133545
25/10/2022|33873|388|4|82.5699996948242
25/10/2022|33873|827|4|11.25
15/1/2023|95985|396|9|25.75
15/1/2023|95985|221|10|70.2399978637695
15/1/2023|95985|695|4|66.629997253418
15/1/2023|95985|33|2|12.6800003051758
13/10/2022|24309|462|7|62.189998626709
13/10/2022|24309|800|5|23.1100006103516
13/10/2022|24309|217|6|4.80000019073486
13/10/2022|24309|221|10|90.1900024414063
13/10/2022|24309|691|2|53.5400009155273
13/10/2022|24309|78|7|43.9300003051758
13/10/2022|24309|76|6|62.1699981689453
29/1/2023|38738|288|5|98.8600006103516
29/1/2023|38738|815|3|86.5999984741211
29/1/2023|38738|658|2|88.8399963378906
29/1/2023|38738|194|5|12.0200004577637
29/1/2023|38738|608|6|60.6699981689453
29/1/2023|38738|12|5|95.0299987792969
29/1/2023|38738|790|6|55.3600006103516
29/1/2023|38738|569|1|53.939998626709
29/1/2023|38738|399|5|82.7799987792969
12/7/2023|98866|626|3|34.7099990844727
12/7/2023|98866|388|5|19.1200008392334
2/10/2023|53179|246|5|45.0499992370605
2/10/2023|53179|440|10|63.2700004577637
2/10/2023|53179|300|2|6.80999994277954
2/10/2023|53179|657|2|5.69000005722046
2/10/2023|53179|576|6|86.3000030517578
2/10/2023|53179|675|3|26.7299995422363
2/10/2023|53179|392|1|84.6900024414063
2/10/2023|53179|896|5|11.8400001525879
2/10/2023|53179|420|8|51.9700012207031
21/12/2022|31697|173|1|93.6100006103516
21/12/2022|31697|749|6|10.8999996185303
21/12/2022|31697|478|10|75.9199981689453
21/12/2022|31697|61|3|38.2999992370605
21/12/2022|31697|811|4|77.2300033569336
21/12/2022|31697|21|6|30.0100002288818
21/12/2022|31697|566|1|56.560001373291
21/12/2022|31697|864|4|27.8099994659424
4/1/2023|65178|694|6|43.2900009155273
4/1/2023|65178|731|10|24.0200004577637
4/1/2023|65178|240|7|81.870002746582
4/1/2023|65178|766|7|10.5699996948242
21/12/2022|18809|605|5|32.3899993896484
21/12/2022|18809|930|10|96.8300018310547
21/12/2022|18809|313|3|78.9700012207031
4/6/2022|40181|16|4|76.8399963378906
4/6/2022|40181|376|4|58.9500007629395
4/6/2022|40181|393|3|93.8300018310547
4/6/2022|40181|950|4|86.0400009155273
4/6/2022|40181|849|4|35.8600006103516
4/6/2022|40181|515|1|5.38000011444092
4/6/2022|40181|726|10|33.2900009155273
4/6/2022|40181|848|8|76.8899993896484
4/6/2022|40181|152|6|38.4300003051758
4/6/2022|40181|832|10|10.1099996566772
20/3/2023|40952|476|1|7.38000011444092
20/3/2023|40952|499|9|56.189998626709
20/3/2023|40952|649|6|94.8399963378906
20/3/2023|40952|577|10|33.060001373291
20/3/2023|40952|233|6|25.6599998474121
20/3/2023|40952|599|7|20.6599998474121
20/3/2023|40952|677|6|64.9899978637695
20/3/2023|40952|287|3|23.1900005340576
20/3/2023|40952|153|6|90.8899993896484
25/6/2022|23528|812|7|70.6100006103516
25/6/2022|23528|353|5|81.9499969482422
25/6/2022|23528|820|2|96.7200012207031
25/6/2022|23528|958|7|93.1999969482422
25/6/2022|23528|181|5|92.3099975585938
25/6/2022|23528|404|6|14.1300001144409
25/6/2022|23528|540|6|19.7099990844727
26/1/2023|35765|440|8|52.189998626709
26/1/2023|35765|807|4|3.9300000667572
26/1/2023|35765|766|3|92.7600021362305
26/1/2023|35765|472|9|33.5499992370605
26/1/2023|35765|319|9|49.810001373291
26/1/2023|35765|895|4|44.6300010681152
26/1/2023|35765|768|8|3.5699999332428
21/11/2023|80313|422|7|23.1100006103516
21/11/2023|80313|458|8|93.2900009155273
21/11/2023|80313|557|6|18.0300006866455
21/11/2023|80313|523|8|77.0100021362305
21/11/2023|80313|269|4|34.3300018310547
21/11/2023|80313|473|3|50.4000015258789
16/6/2023|14655|401|4|38.6599998474121
16/6/2023|14655|598|5|80.9800033569336
16/6/2023|14655|91|3|64.620002746582
16/2/2022|55636|132|1|66.6900024414063
16/2/2022|55636|909|10|31.75
16/2/2022|55636|869|2|62.439998626709
20/11/2023|26295|300|10|29.8199996948242
18/10/2022|33607|257|4|2.84999990463257
18/10/2022|33607|259|8|81.0400009155273
18/10/2022|33607|465|7|3.51999998092651
18/10/2022|33607|325|3|67.0299987792969
18/10/2022|33607|328|8|57.060001373291
18/10/2022|33607|25|7|30.9099998474121
18/10/2022|33607|525|5|62.1599998474121
18/10/2022|33607|664|10|18.3199996948242
18/10/2022|33607|770|4|13.1899995803833
30/1/2022|35413|325|7|96.2399978637695
30/1/2022|35413|302|5|54.1699981689453
30/1/2022|35413|112|3|5.90999984741211
30/1/2022|35413|30|2|13.3100004196167
30/1/2022|35413|514|1|54.5699996948242
30/1/2022|35413|503|10|13.3100004196167
30/1/2022|35413|213|7|71.1800003051758
30/1/2022|35413|376|1|50.9900016784668
30/1/2022|35413|657|4|11.4099998474121
28/1/2022|84633|997|5|25.9200000762939
28/1/2022|84633|720|5|47.7599983215332
28/1/2022|84633|594|3|58.7400016784668
28/1/2022|84633|433|6|26.3199996948242
28/1/2022|84633|433|10|72.6699981689453
1/1/2023|24886|47|4|23.3899993896484
1/1/2023|24886|602|4|85.4400024414063
1/1/2023|24886|776|7|29.3400001525879
1/1/2023|24886|199|8|53.3499984741211
1/1/2023|24886|483|1|9.22000026702881
25/12/2023|60418|43|4|83.8300018310547
25/12/2023|60418|607|9|18.1200008392334
25/12/2023|60418|220|3|64.3499984741211
25/12/2023|60418|514|8|52.9000015258789
25/12/2023|60418|756|9|73.7600021362305
25/12/2023|60418|648|8|25.7299995422363
25/12/2023|60418|790|2|73.3300018310547
25/12/2023|60418|946|9|92.0899963378906
24/10/2022|92856|481|1|98.1600036621094
24/10/2022|92856|543|2|74.2900009155273
24/10/2022|92856|166|8|18.9099998474121
24/10/2022|92856|263|6|12.039999961853
24/10/2022|92856|827|5|87.1399993896484
24/10/2022|92856|514|4|1.21000003814697
24/10/2022|92856|103|2|72.879997253418
24/10/2022|92856|711|7|51.3499984741211
24/10/2022|92856|900|8|97.6500015258789
24/10/2022|92856|525|9|51.0099983215332
17/9/2023|42255|134|9|42.3800010681152
17/9/2023|42255|572|3|36.3400001525879
17/9/2023|42255|547|3|75.8300018310547
17/9/2023|42255|498|10|27.7299995422363
17/9/2023|42255|323|4|41.5900001525879
17/9/2023|42255|802|4|84.9199981689453
